Player;Team;Match;Position;Minutes Played;Date;Physicals;Distance P90;Running Distance P90;HSR Distance P90;Sprinting Distance P90;HI Distance P90;Count HSR P90;Count Sprint P90;Count HI P90;Count Medium Acceleration P90;Count High Acceleration P90;Count Medium Deceleration P90;Count High Deceleration P90;PSV-99
Archie Brown;Kaa Gent;KAA Gent v Maccabi Haifa FC;LW;96.37;21/02/2024;Passed;10931.3;1655.8;855.5;442.7;1298.1;66.3;27.1;93.4;118.6;12.1;107.4;23.3;31.1
Tarik Tissoudali;Kaa Gent;KAA Gent v Maccabi Haifa FC;CF;96.37;21/02/2024;Passed;10448.5;1466.2;430.5;159.7;590.2;46.7;7.5;54.2;99.9;4.7;82.2;13.1;29.2
Ismaël Kandouss;Kaa Gent;KAA Gent v Maccabi Haifa FC;RCB;96.37;21/02/2024;Passed;10628.7;1534.4;519.2;127;646.3;41.1;6.5;47.6;98.1;6.5;81.2;13.1;28.3
Pieter Gerkens;Kaa Gent;KAA Gent v Royal Antwerp FC;LM;99.82;25/02/2024;Passed;11586.8;2089.1;613.1;116.3;729.4;56.8;8.1;64.9;109.1;5.4;82.9;10.8;26.7
Stefan Mitrović;Kaa Gent;KAA Gent v Royal Antwerp FC;CB;99.82;25/02/2024;Passed;9411.1;1115.3;375.1;103.7;478.8;34.3;6.3;40.6;89.3;2.7;67.6;14.4;27.5
Hyun-Seok Hong;Kaa Gent;KAA Gent v Royal Antwerp FC;AM;89.33;25/02/2024;Passed;11745.4;2477.4;977.3;245.8;1223.1;86.6;13.1;99.7;104.8;5;85.6;32.2;28.8
Archie Brown;Kaa Gent;KAA Gent v Royal Antwerp FC;LW;99.82;25/02/2024;Passed;11031.4;1784.3;721.3;440;1161.3;54.1;21.6;75.7;112.7;12.6;82;15.3;31.4
Tarik Tissoudali;Kaa Gent;KAA Gent v Royal Antwerp FC;CF;99.82;25/02/2024;Passed;11187.3;1776.2;628.4;166.8;795.2;61.3;9;70.3;102.8;10.8;82.9;18.9;29.2
Ismaël Kandouss;Kaa Gent;KAA Gent v Royal Antwerp FC;RCB;99.82;25/02/2024;Passed;10402;1570.6;422.9;165;587.9;39.7;8.1;47.8;93.8;4.5;66.7;16.2;28.1
Matisse Samoise;Kaa Gent;KAA Gent v Royal Antwerp FC;RW;89.33;25/02/2024;Passed;12404.3;2241.7;856.4;209.6;1065.9;67.5;10.1;77.6;102.8;7.1;100.8;16.1;27.1
Julien De Sart;Kaa Gent;KAA Gent v Royal Antwerp FC;RM;99.82;25/02/2024;Passed;10870;1608.5;424.7;92.9;517.5;39.7;7.2;46.9;80.2;2.7;76.6;12.6;27
Pieter Gerkens;Kaa Gent;Royale Union Saint-Gilloise v KAA Gent;RM;95.38;10/03/2024;Passed;11909.1;1963.6;641.6;208.5;850.2;44.3;9.4;53.8;91.5;5.7;109.5;9.4;27.5
Tsuyoshi Watanabe;Kaa Gent;Royale Union Saint-Gilloise v KAA Gent;CB;95.38;10/03/2024;Passed;9886;1171.9;324.6;101;425.6;25.5;5.7;31.1;77.4;6.6;81.1;10.4;26.3
Archie Brown;Kaa Gent;Royale Union Saint-Gilloise v KAA Gent;LW;95.38;10/03/2024;Passed;11641.1;1941.9;946.4;489.7;1436.2;76.4;20.8;97.2;83;16;90.6;23.6;31.5
Tarik Tissoudali;Kaa Gent;Royale Union Saint-Gilloise v KAA Gent;CF;95.38;10/03/2024;Passed;10862.7;1412.6;574.6;237.8;812.4;51;12.3;63.2;79.3;9.4;69.8;13.2;28.5
Ismaël Kandouss;Kaa Gent;Royale Union Saint-Gilloise v KAA Gent;RCB;95.38;10/03/2024;Passed;10583.4;1305;428.4;145.3;573.7;34.9;6.6;41.5;79.3;6.6;77.4;11.3;28.6
Jordan Torunarigha;Kaa Gent;Royale Union Saint-Gilloise v KAA Gent;LCB;95.38;10/03/2024;Passed;9531.2;1118.2;351;138.7;489.7;33;6.6;39.6;83;7.5;79.3;10.4;27.7
Matisse Samoise;Kaa Gent;Royale Union Saint-Gilloise v KAA Gent;RW;95.38;10/03/2024;Passed;11657.2;1745.6;764.3;353.8;1118.2;54.7;19.8;74.5;76.4;8.5;76.4;18.9;29.6
Julien De Sart;Kaa Gent;Royale Union Saint-Gilloise v KAA Gent;LM;95.38;10/03/2024;Passed;11513.7;1656;455.8;176.5;632.2;42.5;6.6;49.1;82.1;5.7;74.5;22.6;27.8
Omri Gandelman;Kaa Gent;KAA Gent v Sporting Charleroi;LM;67.43;17/03/2024;Passed;12248.7;2294.4;995.7;100.1;1095.8;69.4;8;77.4;113.5;6.7;96.1;13.3;26.6
Tsuyoshi Watanabe;Kaa Gent;KAA Gent v Sporting Charleroi;CB;96.36;17/03/2024;Passed;9764.9;1293.6;367.1;152.2;519.3;29.9;9.3;39.2;81.3;7.5;69.1;13.1;29.4
Hyun-Seok Hong;Kaa Gent;KAA Gent v Sporting Charleroi;AM;96.36;17/03/2024;Passed;11554.5;2122;722;161.6;883.6;59.8;11.2;71;87.8;4.7;99;16.8;26.7
Archie Brown;Kaa Gent;KAA Gent v Sporting Charleroi;LW;77.91;17/03/2024;Passed;11242.2;1857.5;750.9;352.3;1103.2;67;17.3;84.3;112.1;11.6;95.9;19.6;32.3
Tarik Tissoudali;Kaa Gent;KAA Gent v Sporting Charleroi;CF;77.91;17/03/2024;Passed;10125.1;1261.5;422.8;172.1;594.9;39.3;12.7;52;91.3;8.1;80.9;11.6;28.8
Ismaël Kandouss;Kaa Gent;KAA Gent v Sporting Charleroi;RCB;96.36;17/03/2024;Passed;10436.5;1415.9;377.3;110.2;487.5;37.4;6.5;43.9;89.7;5.6;70;13.1;27.8
Jordan Torunarigha;Kaa Gent;KAA Gent v Sporting Charleroi;LCB;77.91;17/03/2024;Passed;8896;810.9;324.6;179.1;503.7;27.7;9.2;37;92.4;3.5;70.5;12.7;30.3
Matisse Samoise;Kaa Gent;KAA Gent v Sporting Charleroi;RW;96.36;17/03/2024;Passed;11053.9;1699.9;546.4;177.5;723.8;43.9;12.1;56;99.9;2.8;82.2;12.1;28.5
Julien De Sart;Kaa Gent;KAA Gent v Sporting Charleroi;LM;96.36;17/03/2024;Passed;10815.7;1547.6;376.4;14;390.4;32.7;0.9;33.6;85.9;3.7;72.9;14.9;25.2
Matias Fernandez-Pardo;Kaa Gent;KAA Gent v Sporting Charleroi;CF;96.36;17/03/2024;Passed;10630.8;1380.4;722;451.1;1173.1;58.8;26.2;85;92.5;11.2;75.7;22.4;31.7
